experimento,instancia,n,algoritmo,heuristica,peso,estado,profundidad,expandidos,generados,reabiertos,descartados,frontera_max,visitados_max,memoria_max_nodos,rss_max_muestreado_mb,tiempo_cpu_ms,tiempo_pared_ms
2,32,3,astar,H5,,resuelto,20,49,137,0,0,38,50,87,28.53125,0.0,0.9916000126395375
2,49,3,astar,H5,,resuelto,18,76,207,0,0,55,77,131,28.54296875,15.625,1.6948000120464712
2,39,3,astar,H5,,resuelto,18,64,182,0,0,53,65,117,28.55859375,0.0,1.10680001671426
2,1,3,astar,H5,,resuelto,20,25,74,0,0,24,26,49,28.56640625,0.0,0.36849998286925256
2,81,3,astar,H5,,resuelto,20,257,707,0,1,179,258,436,28.68359375,0.0,4.506700002821162
2,23,3,astar,H5,,resuelto,16,22,61,0,0,19,23,41,28.6953125,0.0,0.3431999939493835
2,85,3,astar,H5,,resuelto,18,74,201,0,1,49,75,123,28.70703125,0.0,1.22819998068735
2,92,3,astar,H5,,resuelto,20,136,383,0,0,103,137,239,28.7109375,0.0,1.5755000058561563
2,68,3,astar,H5,,resuelto,20,47,135,0,0,39,48,86,28.7109375,0.0,0.5835999909322709
2,33,3,astar,H5,,resuelto,18,21,59,0,0,19,22,40,28.7109375,0.0,0.2860999957192689
2,91,3,astar,H5,,resuelto,18,42,120,0,0,38,43,80,28.7109375,0.0,0.5259999888949096
2,38,3,astar,H5,,resuelto,20,75,214,0,0,63,76,138,28.7109375,0.0,1.328300015302375
2,44,3,astar,H5,,resuelto,18,73,206,0,0,62,74,135,28.7109375,15.625,1.3009999820496887
2,13,3,astar,H5,,resuelto,18,18,53,0,0,19,19,37,28.7109375,0.0,0.28249999741092324
2,54,3,astar,H5,,resuelto,16,21,57,0,0,17,22,38,28.7109375,0.0,0.27749998844228685
2,70,3,astar,H5,,resuelto,20,22,61,0,0,19,23,41,28.7109375,0.0,0.29830000130459666
2,62,3,astar,H5,,resuelto,20,22,61,0,0,19,23,41,28.7109375,0.0,0.2967999898828566
2,24,3,astar,H5,,resuelto,10,14,39,0,0,13,15,27,28.7109375,0.0,0.2049999893642962
2,19,3,astar,H5,,resuelto,20,80,226,0,0,60,81,140,28.7109375,0.0,0.9030000073835254
2,25,3,astar,H5,,resuelto,16,37,100,0,0,28,38,65,28.7109375,0.0,0.44499998330138624
2,2,3,astar,H5,,resuelto,20,40,114,0,0,32,41,72,28.7109375,0.0,0.5602000164799392
2,82,3,astar,H5,,resuelto,18,18,51,0,0,17,19,35,28.7109375,0.0,0.26909998268820345
