algoritmo,heuristica,ambito,metrica,n,media,mediana,desviacion,minimo,maximo,p25,p75,ic95_inferior,ic95_superior
astar,H4,resueltos,expandidos,1000,504.73,284.5,646.8896345585538,8.0,7949.0,132.0,625.25,466.024375,546.1411
astar,H4,resueltos,generados,1000,1365.24,767.5,1745.021846179481,22.0,21417.0,359.0,1691.25,1260.821175,1476.6987
astar,H4,resueltos,tiempo_cpu_ms,1000,26.21875,15.625,35.83400714762104,0.0,468.75,0.0,31.25,24.077734375,28.515625
astar,H4,resueltos,tiempo_pared_ms,1000,27.010077999992063,15.314799980842508,36.18264267663953,0.2547999902162701,490.622599987546,6.5137999918079,32.37157500552712,24.85288748028397,29.31935649246952
astar,H4,resueltos,memoria_max_nodos,1000,818.757,467.0,1024.0593984738398,16.0,12349.0,221.75,1014.25,757.4705250000001,883.9119999999999
astar,H4,resueltos,rss_max_muestreado_mb,1000,28.674921875,28.74609375,0.5918120747458758,25.703125,30.453125,28.65234375,29.078125,28.63767958984375,28.710586621093746
astar,H4,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
astar,H5,todos_intentos,expandidos,1000,134.565,85.0,150.50916511556292,8.0,1597.0,40.0,175.25,125.4786,144.32777499999997
astar,H5,todos_intentos,generados,1000,375.537,237.5,417.33719815991475,22.0,4465.0,114.75,492.0,350.28077499999995,402.6591
astar,H5,todos_intentos,tiempo_cpu_ms,1000,1.140625,0.0,4.066666695512111,0.0,15.625,0.0,0.0,0.890625,1.40625
astar,H5,todos_intentos,tiempo_pared_ms,1000,1.1932466992875561,0.760349998017773,1.316103040185788,0.08280001929961145,13.745500007644296,0.38365000364137813,1.5179250040091574,1.1157491668804143,1.2774223489963332
astar,H5,todos_intentos,memoria_max_nodos,1000,235.107,152.0,254.10886814093655,16.0,2688.0,75.0,306.25,219.7699,251.6072
astar,H5,todos_intentos,rss_max_muestreado_mb,1000,29.45019921875,29.56640625,0.20177867651655454,28.82421875,29.59765625,29.20703125,29.578125,29.437980371093747,29.46250029296875
astar,H5,resueltos,profundidad,1000,21.855,22.0,3.4490391228385437,8.0,30.0,20.0,24.0,21.639,22.074
astar,H5,resueltos,expandidos,1000,134.565,85.0,150.50916511556292,8.0,1597.0,40.0,175.25,125.4786,144.32777499999997
astar,H5,resueltos,generados,1000,375.537,237.5,417.33719815991475,22.0,4465.0,114.75,492.0,350.28077499999995,402.6591
astar,H5,resueltos,tiempo_cpu_ms,1000,1.140625,0.0,4.066666695512111,0.0,15.625,0.0,0.0,0.890625,1.40625
astar,H5,resueltos,tiempo_pared_ms,1000,1.1932466992875561,0.760349998017773,1.316103040185788,0.08280001929961145,13.745500007644296,0.38365000364137813,1.5179250040091574,1.1157491668804143,1.2774223489963332
astar,H5,resueltos,memoria_max_nodos,1000,235.107,152.0,254.10886814093655,16.0,2688.0,75.0,306.25,219.7699,251.6072
astar,H5,resueltos,rss_max_muestreado_mb,1000,29.45019921875,29.56640625,0.20177867651655454,28.82421875,29.59765625,29.20703125,29.578125,29.437980371093747,29.46250029296875
astar,H5,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
astar,H6 w=0.25,todos_intentos,expandidos,1000,6927.531,3814.0,8528.342283183652,9.0,71298.0,1340.0,8743.75,6403.5833250000005,7469.3565
astar,H6 w=0.25,todos_intentos,generados,1000,18669.235,10331.0,22932.019455645182,25.0,191282.0,3632.75,23580.5,17258.813325000003,20126.013274999998
astar,H6 w=0.25,todos_intentos,tiempo_cpu_ms,1000,86.375,46.875,116.56592537576627,0.0,1125.0,15.625,109.375,79.328125,93.719140625
astar,H6 w=0.25,todos_intentos,tiempo_pared_ms,1000,88.56599160013138,45.40200000337791,119.56204634641811,0.12079998850822449,1158.5448999830987,14.266025005781557,117.50154999026563,81.38928788817576,96.08769877262093
astar,H6 w=0.25,todos_intentos,memoria_max_nodos,1000,10411.69,6041.0,12128.973897148006,18.0,92779.0,2155.25,13431.0,9663.107725,11182.182149999999
astar,H6 w=0.25,todos_intentos,rss_max_muestreado_mb,1000,37.73682421875,37.109375,2.4695467641425743,25.0234375,49.5234375,36.2568359375,38.81640625,37.587810546875,37.8874880859375
astar,H6 w=0.25,resueltos,profundidad,1000,21.855,22.0,3.4490391228385437,8.0,30.0,20.0,24.0,21.639,22.074
astar,H6 w=0.25,resueltos,expandidos,1000,6927.531,3814.0,8528.342283183652,9.0,71298.0,1340.0,8743.75,6403.5833250000005,7469.3565
astar,H6 w=0.25,resueltos,generados,1000,18669.235,10331.0,22932.019455645182,25.0,191282.0,3632.75,23580.5,17258.813325000003,20126.013274999998
astar,H6 w=0.25,resueltos,tiempo_cpu_ms,1000,86.375,46.875,116.56592537576627,0.0,1125.0,15.625,109.375,79.328125,93.719140625
astar,H6 w=0.25,resueltos,tiempo_pared_ms,1000,88.56599160013138,45.40200000337791,119.56204634641811,0.12079998850822449,1158.5448999830987,14.266025005781557,117.50154999026563,81.38928788817576,96.08769877262093
astar,H6 w=0.25,resueltos,memoria_max_nodos,1000,10411.69,6041.0,12128.973897148006,18.0,92779.0,2155.25,13431.0,9663.107725,11182.182149999999
astar,H6 w=0.25,resueltos,rss_max_muestreado_mb,1000,37.73682421875,37.109375,2.4695467641425743,25.0234375,49.5234375,36.2568359375,38.81640625,37.587810546875,37.8874880859375
astar,H6 w=0.25,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
astar,H6 w=0.5,todos_intentos,expandidos,1000,3834.171,2177.0,4829.91419456763,9.0,46151.0,809.5,4791.25,3540.062375,4140.135175
astar,H6 w=0.5,todos_intentos,generados,1000,10279.069,5854.5,12922.885902238759,25.0,123350.0,2175.75,12851.0,9492.77695,11096.716774999999
astar,H6 w=0.5,todos_intentos,tiempo_cpu_ms,1000,63.703125,31.25,89.48893643548195,0.0,765.625,15.625,78.125,58.234375,69.28125
astar,H6 w=0.5,todos_intentos,tiempo_pared_ms,1000,219.77727300065453,32.45630000310484,4875.071096553607,0.14379998901858926,154201.30290000816,11.259024999162648,84.8682999931043,61.65519711615707,531.6624010332853
astar,H6 w=0.5,todos_intentos,memoria_max_nodos,1000,5837.813,3444.0,7037.566688204235,18.0,62714.0,1287.25,7430.25,5408.8976250000005,6284.337625
astar,H6 w=0.5,todos_intentos,rss_max_muestreado_mb,1000,33.98616015625,33.9375,2.000860348606131,24.78515625,41.96484375,32.7978515625,34.99609375,33.86195830078125,34.11151064453125
astar,H6 w=0.5,resueltos,profundidad,1000,21.855,22.0,3.4490391228385437,8.0,30.0,20.0,24.0,21.639,22.074
astar,H6 w=0.5,resueltos,expandidos,1000,3834.171,2177.0,4829.91419456763,9.0,46151.0,809.5,4791.25,3540.062375,4140.135175
astar,H6 w=0.5,resueltos,generados,1000,10279.069,5854.5,12922.885902238759,25.0,123350.0,2175.75,12851.0,9492.77695,11096.716774999999
astar,H6 w=0.5,resueltos,tiempo_cpu_ms,1000,63.703125,31.25,89.48893643548195,0.0,765.625,15.625,78.125,58.234375,69.28125
astar,H6 w=0.5,resueltos,tiempo_pared_ms,1000,219.77727300065453,32.45630000310484,4875.071096553607,0.14379998901858926,154201.30290000816,11.259024999162648,84.8682999931043,61.65519711615707,531.6624010332853
astar,H6 w=0.5,resueltos,memoria_max_nodos,1000,5837.813,3444.0,7037.566688204235,18.0,62714.0,1287.25,7430.25,5408.8976250000005,6284.337625
astar,H6 w=0.5,resueltos,rss_max_muestreado_mb,1000,33.98616015625,33.9375,2.000860348606131,24.78515625,41.96484375,32.7978515625,34.99609375,33.86195830078125,34.11151064453125
astar,H6 w=0.5,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
astar,H6 w=0.75,todos_intentos,expandidos,1000,1838.623,1037.5,2346.19764475614,9.0,25045.0,407.5,2301.25,1697.7756750000003,1987.1875
astar,H6 w=0.75,todos_intentos,generados,1000,4913.758,2779.5,6262.439561120945,25.0,66955.0,1092.0,6155.75,4537.6448,5310.210724999999
astar,H6 w=0.75,todos_intentos,tiempo_cpu_ms,1000,17.46875,15.625,25.371808954568593,0.0,250.0,0.0,15.625,15.9375,19.078125
astar,H6 w=0.75,todos_intentos,tiempo_pared_ms,1000,17.719035300135147,8.960899998783134,25.17592581515185,0.12919999426230788,269.4740000006277,3.5535749993869103,21.395199997641612,16.19333447476747,19.341149173062878
astar,H6 w=0.75,todos_intentos,memoria_max_nodos,1000,2832.907,1642.5,3496.3380076609897,18.0,35704.0,648.0,3586.0,2621.771,3054.698775
astar,H6 w=0.75,todos_intentos,rss_max_muestreado_mb,1000,31.39625390625,32.1015625,1.484442286769612,24.68359375,35.1484375,30.90625,32.4375,31.30516376953125,31.48691923828125
astar,H6 w=0.75,resueltos,profundidad,1000,21.855,22.0,3.4490391228385437,8.0,30.0,20.0,24.0,21.639,22.074
astar,H6 w=0.75,resueltos,expandidos,1000,1838.623,1037.5,2346.19764475614,9.0,25045.0,407.5,2301.25,1697.7756750000003,1987.1875
astar,H6 w=0.75,resueltos,generados,1000,4913.758,2779.5,6262.439561120945,25.0,66955.0,1092.0,6155.75,4537.6448,5310.210724999999
astar,H6 w=0.75,resueltos,tiempo_cpu_ms,1000,17.46875,15.625,25.371808954568593,0.0,250.0,0.0,15.625,15.9375,19.078125
astar,H6 w=0.75,resueltos,tiempo_pared_ms,1000,17.719035300135147,8.960899998783134,25.17592581515185,0.12919999426230788,269.4740000006277,3.5535749993869103,21.395199997641612,16.19333447476747,19.341149173062878
astar,H6 w=0.75,resueltos,memoria_max_nodos,1000,2832.907,1642.5,3496.3380076609897,18.0,35704.0,648.0,3586.0,2621.771,3054.698775
astar,H6 w=0.75,resueltos,rss_max_muestreado_mb,1000,31.39625390625,32.1015625,1.484442286769612,24.68359375,35.1484375,30.90625,32.4375,31.30516376953125,31.48691923828125
astar,H6 w=0.75,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
codicioso,H1,todos_intentos,expandidos,1000,813.51,711.5,556.9665642151723,10.0,3163.0,387.75,1064.0,780.0958,848.3416
codicioso,H1,todos_intentos,generados,1000,2214.708,1939.0,1512.2601692683556,29.0,8593.0,1061.75,2898.5,2123.8897749999996,2308.9173
codicioso,H1,todos_intentos,tiempo_cpu_ms,1000,5.328125,0.0,7.73341161872557,0.0,31.25,0.0,15.625,4.859375,5.796875
codicioso,H1,todos_intentos,tiempo_pared_ms,1000,5.392180100432597,4.278100008377805,4.239002109661937,0.09159999899566174,36.04320000158623,2.4271000002045184,7.239100013975985,5.132801337937417,5.663155028022447
codicioso,H1,todos_intentos,memoria_max_nodos,1000,1228.514,1106.0,770.8074558136668,21.0,3695.0,616.75,1647.25,1181.284975,1276.6523000000002
codicioso,H1,todos_intentos,rss_max_muestreado_mb,1000,25.9657421875,25.9609375,0.19608943241904803,24.80859375,26.35546875,25.87890625,26.08203125,25.953468359374998,25.97800390625
codicioso,H1,resueltos,profundidad,1000,48.345,48.0,13.750893136886129,8.0,93.0,40.0,57.0,47.500949999999996,49.184
codicioso,H1,resueltos,expandidos,1000,813.51,711.5,556.9665642151723,10.0,3163.0,387.75,1064.0,780.0958,848.3416
codicioso,H1,resueltos,generados,1000,2214.708,1939.0,1512.2601692683556,29.0,8593.0,1061.75,2898.5,2123.8897749999996,2308.9173
codicioso,H1,resueltos,tiempo_cpu_ms,1000,5.328125,0.0,7.73341161872557,0.0,31.25,0.0,15.625,4.859375,5.796875
codicioso,H1,resueltos,tiempo_pared_ms,1000,5.392180100432597,4.278100008377805,4.239002109661937,0.09159999899566174,36.04320000158623,2.4271000002045184,7.239100013975985,5.132801337937417,5.663155028022447
codicioso,H1,resueltos,memoria_max_nodos,1000,1228.514,1106.0,770.8074558136668,21.0,3695.0,616.75,1647.25,1181.284975,1276.6523000000002
codicioso,H1,resueltos,rss_max_muestreado_mb,1000,25.9657421875,25.9609375,0.19608943241904803,24.80859375,26.35546875,25.87890625,26.08203125,25.953468359374998,25.97800390625
codicioso,H1,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
codicioso,H2,todos_intentos,expandidos,1000,309.564,326.0,193.16284785069251,8.0,810.0,128.75,399.5,297.398175,321.200475
codicioso,H2,todos_intentos,generados,1000,852.077,890.5,534.5209122912561,22.0,2235.0,349.75,1104.5,818.4498,884.4436499999999
codicioso,H2,todos_intentos,tiempo_cpu_ms,1000,1.734375,0.0,4.910770652634653,0.0,15.625,0.0,0.0,1.4375,2.0625
codicioso,H2,todos_intentos,tiempo_pared_ms,1000,1.81281200030935,1.7230000084964558,1.2384115190459741,0.07369997911155224,10.062100016511977,0.7093250096659176,2.560499997343868,1.735266295465408,1.8897537725024447
codicioso,H2,todos_intentos,memoria_max_nodos,1000,488.946,508.5,287.9682392049352,16.0,1194.0,214.0,642.0,470.847175,506.415875
codicioso,H2,todos_intentos,rss_max_muestreado_mb,1000,25.22108984375,25.22265625,0.043246045193666746,24.90234375,25.29296875,25.1875,25.2578125,25.218378808593748,25.223722851562503
codicioso,H2,resueltos,profundidad,1000,43.917,45.0,13.405887841871152,8.0,80.0,34.0,54.0,43.062,44.746025
codicioso,H2,resueltos,expandidos,1000,309.564,326.0,193.16284785069251,8.0,810.0,128.75,399.5,297.398175,321.200475
codicioso,H2,resueltos,generados,1000,852.077,890.5,534.5209122912561,22.0,2235.0,349.75,1104.5,818.4498,884.4436499999999
codicioso,H2,resueltos,tiempo_cpu_ms,1000,1.734375,0.0,4.910770652634653,0.0,15.625,0.0,0.0,1.4375,2.0625
codicioso,H2,resueltos,tiempo_pared_ms,1000,1.81281200030935,1.7230000084964558,1.2384115190459741,0.07369997911155224,10.062100016511977,0.7093250096659176,2.560499997343868,1.735266295465408,1.8897537725024447
codicioso,H2,resueltos,memoria_max_nodos,1000,488.946,508.5,287.9682392049352,16.0,1194.0,214.0,642.0,470.847175,506.415875
codicioso,H2,resueltos,rss_max_muestreado_mb,1000,25.22108984375,25.22265625,0.043246045193666746,24.90234375,25.29296875,25.1875,25.2578125,25.218378808593748,25.223722851562503
codicioso,H2,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
codicioso,H3,todos_intentos,expandidos,1000,69.305,63.0,32.59463737158899,8.0,196.0,46.0,87.0,67.31245,71.29215
codicioso,H3,todos_intentos,generados,1000,189.887,174.0,87.51368393500456,22.0,529.0,128.0,239.0,184.5429,195.216025
codicioso,H3,todos_intentos,tiempo_cpu_ms,1000,1.65625,0.0,4.812369591852707,0.0,15.625,0.0,0.0,1.375,1.96875
codicioso,H3,todos_intentos,tiempo_pared_ms,1000,1.6566497003368568,1.3552000018535182,1.0998967305245335,0.1655000087339431,7.27770000230521,0.8906500079319812,2.111374997184612,1.5923310227946785,1.7253382033122762
codicioso,H3,todos_intentos,memoria_max_nodos,1000,121.153,112.0,53.056296153817236,16.0,320.0,83.0,153.0,117.908625,124.3852
codicioso,H3,todos_intentos,rss_max_muestreado_mb,1000,24.8310390625,24.81640625,0.05743405292657216,24.6796875,24.90234375,24.78125,24.90234375,24.82744921875,24.83462119140625
codicioso,H3,resueltos,profundidad,1000,32.027,32.0,9.06699958539105,8.0,60.0,26.0,38.0,31.46095,32.588025
codicioso,H3,resueltos,expandidos,1000,69.305,63.0,32.59463737158899,8.0,196.0,46.0,87.0,67.31245,71.29215
codicioso,H3,resueltos,generados,1000,189.887,174.0,87.51368393500456,22.0,529.0,128.0,239.0,184.5429,195.216025
codicioso,H3,resueltos,tiempo_cpu_ms,1000,1.65625,0.0,4.812369591852707,0.0,15.625,0.0,0.0,1.375,1.96875
codicioso,H3,resueltos,tiempo_pared_ms,1000,1.6566497003368568,1.3552000018535182,1.0998967305245335,0.1655000087339431,7.27770000230521,0.8906500079319812,2.111374997184612,1.5923310227946785,1.7253382033122762
codicioso,H3,resueltos,memoria_max_nodos,1000,121.153,112.0,53.056296153817236,16.0,320.0,83.0,153.0,117.908625,124.3852
codicioso,H3,resueltos,rss_max_muestreado_mb,1000,24.8310390625,24.81640625,0.05743405292657216,24.6796875,24.90234375,24.78125,24.90234375,24.82744921875,24.83462119140625
codicioso,H3,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
codicioso,H4,todos_intentos,expandidos,1000,64.077,60.0,33.85441170943888,8.0,189.0,36.0,85.25,62.021924999999996,66.279
codicioso,H4,todos_intentos,generados,1000,176.312,164.5,91.35391723508191,22.0,522.0,101.0,234.0,170.786775,182.23805
codicioso,H4,todos_intentos,tiempo_cpu_ms,1000,2.234375,0.0,5.472625271452152,0.0,15.625,0.0,0.0,1.90625,2.578125
codicioso,H4,todos_intentos,tiempo_pared_ms,1000,2.297152399929473,1.8935999978566542,1.542260047123204,0.20740000763908029,11.285100015811622,1.2162499915575609,3.0334249895531684,2.204538674707874,2.394407437275367
codicioso,H4,todos_intentos,memoria_max_nodos,1000,113.07,105.5,56.121517484158645,16.0,331.0,67.0,149.0,109.677925,116.69507499999999
codicioso,H4,todos_intentos,rss_max_muestreado_mb,1000,25.92987109375,25.91015625,0.04575484369887446,25.65234375,25.97265625,25.91015625,25.97265625,25.92702734375,25.932625
codicioso,H4,resueltos,profundidad,1000,32.409,32.0,10.153068689012393,8.0,69.0,25.0,39.0,31.798,33.04205
codicioso,H4,resueltos,expandidos,1000,64.077,60.0,33.85441170943888,8.0,189.0,36.0,85.25,62.021924999999996,66.279
codicioso,H4,resueltos,generados,1000,176.312,164.5,91.35391723508191,22.0,522.0,101.0,234.0,170.786775,182.23805
codicioso,H4,resueltos,tiempo_cpu_ms,1000,2.234375,0.0,5.472625271452152,0.0,15.625,0.0,0.0,1.90625,2.578125
codicioso,H4,resueltos,tiempo_pared_ms,1000,2.297152399929473,1.8935999978566542,1.542260047123204,0.20740000763908029,11.285100015811622,1.2162499915575609,3.0334249895531684,2.204538674707874,2.394407437275367
codicioso,H4,resueltos,memoria_max_nodos,1000,113.07,105.5,56.121517484158645,16.0,331.0,67.0,149.0,109.677925,116.69507499999999
codicioso,H4,resueltos,rss_max_muestreado_mb,1000,25.92987109375,25.91015625,0.04575484369887446,25.65234375,25.97265625,25.91015625,25.97265625,25.92702734375,25.932625
codicioso,H4,todos_intentos,exito,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9961732415144449,1.0
codicioso,H5,todos_intentos,expandidos,1000,42.318,36.0,23.274031807071086,8.0,132.0,25.0,53.0,40.868,43.76005
codicioso,H5,todos_intentos,generados,1000,118.407,101.0,62.901000682714795,22.0,365.0,71.0,149.0,114.4975,122.28354999999999
codicioso,H5,todos_intentos,tiempo_cpu_ms,1000,0.359375,0.0,2.3434110949500377,0.0,15.625,0.0,0.0,0.21875,0.515625
codicioso,H5,todos_intentos,tiempo_pared_ms,1000,0.3953670001938008,0.3371500060893595,0.22925511169784404,0.09970000246539712,2.039699989836663,0.23947498993948102,0.4792249819729477,0.3813049004616914,0.4099133694107877
codicioso,H5,todos_intentos,memoria_max_nodos,1000,77.622,67.5,38.678406574407056,16.0,225.0,48.0,98.0,75.222775,80.00602500000001
codicioso,H5,todos_intentos,rss_max_muestreado_mb,1000,28.98687890625,28.984375,0.04394325857520817,28.71484375,29.0625,28.953125,29.01953125,28.98417158203125,28.98956259765625
codicioso,H5,resueltos,profundidad,1000,27.359,26.0,7.847783553762598,8.0,58.0,22.0,32.0,26.870974999999998,27.845025
codicioso,H5,resueltos,expandidos,1000,42.318,36.0,23.274031807071086,8.0,132.0,25.0,53.0,40.868,43.76005
codicioso,H5,resueltos,generados,1000,118.407,101.0,62.901000682714795,22.0,365.0,71.0,149.0,114.4975,122.28354999999999
codicioso,H5,resueltos,tiempo_cpu_ms,1000,0.359375,0.0,2.3434110949500377,0.0,15.625,0.0,0.0,0.21875,0.515625
