experimento,instancia,n,algoritmo,heuristica,peso,estado,profundidad,expandidos,generados,reabiertos,descartados,frontera_max,visitados_max,memoria_max_nodos,rss_max_muestreado_mb,tiempo_cpu_ms,tiempo_pared_ms
2,32,4,astar,H5,,limite_tiempo,,264134,805800,0,2594,249099,264134,513233,219.19140625,4890.625,5000.036599987652
2,49,4,astar,H5,,limite_tiempo,,234947,700376,0,1005,207007,234947,441954,198.20703125,4796.875,5000.028900016332
2,39,4,astar,H5,,limite_tiempo,,195626,590998,0,1309,181192,195626,376818,183.98046875,4765.625,5000.066700013122
2,1,4,astar,H5,,limite_tiempo,,168033,516250,0,1374,165044,168033,333077,172.875,4828.125,5000.041499995859
2,81,4,astar,H5,,limite_tiempo,,122342,375152,0,1563,117310,122342,239652,167.87890625,4859.375,5000.027200003387
2,23,4,astar,H5,,limite_tiempo,,140785,429608,0,1597,134693,140785,275477,166.5703125,4906.25,5000.036000012187
2,85,4,astar,H5,,limite_tiempo,,129725,395027,0,898,120981,129725,250706,161.99609375,4921.875,5000.01859999611
2,92,4,astar,H5,,limite_tiempo,,143634,443627,0,792,141403,143634,285037,152.57421875,4875.0,5000.064000021666
2,68,4,astar,H5,,limite_tiempo,,184624,546546,0,989,157011,184624,341635,161.4296875,4921.875,5000.093699985882
2,33,4,astar,H5,,limite_tiempo,,174121,528957,0,1363,163246,174121,337367,159.9296875,4890.625,5000.1127999858
2,91,4,astar,H5,,limite_tiempo,,173141,530238,0,684,164731,173141,337872,160.03125,4843.75,5000.133399997139
2,38,4,astar,H5,,limite_tiempo,,161801,491545,0,986,152335,161801,314136,155.9140625,4968.75,5100.907899992308
2,44,4,astar,H5,,limite_tiempo,,144869,442267,0,1002,140207,144869,285076,149.04296875,4859.375,5000.038599973777
2,13,4,astar,H5,,limite_tiempo,,145594,446041,0,1360,137559,145594,283153,148.58203125,4843.75,5000.02669999958
2,54,4,astar,H5,,limite_tiempo,,191000,586378,0,1751,183347,191000,374347,181.75390625,4890.625,5000.067099987064
2,70,4,astar,H5,,limite_tiempo,,152396,465790,0,827,143910,152396,296306,144.34765625,4812.5,5000.018499995349
2,62,4,astar,H5,,limite_tiempo,,131184,395023,0,471,119424,131184,250608,141.51953125,4843.75,5000.043800013373
2,24,4,astar,H5,,limite_tiempo,,111333,336785,0,825,103274,111333,214607,138.93359375,4812.5,5000.071800022852
2,19,4,astar,H5,,limite_tiempo,,140200,428313,0,750,131370,140200,271570,138.703125,4859.375,5000.031399977161
2,25,4,astar,H5,,limite_tiempo,,161977,498619,0,1792,153807,161977,315784,153.9375,4796.875,5000.06449999637
2,2,4,astar,H5,,limite_tiempo,,121992,375311,0,772,119427,121992,241419,133.03515625,4859.375,5000.039400008973
2,82,4,astar,H5,,limite_tiempo,,129495,398488,0,1855,124023,129495,253518,134.1875,4828.125,5000.066100008553
2,35,4,astar,H5,,limite_tiempo,,145339,438029,0,312,135230,145339,280569,139.67578125,4906.25,5000.0768000027165
2,52,4,astar,H5,,limite_tiempo,,132429,399721,0,567,123264,132429,255693,140.53515625,4859.375,5000.045099994168
2,31,4,astar,H5,,limite_tiempo,,140230,421927,0,396,129164,140230,269394,141.0390625,4906.25,5000.047799985623
2,75,4,astar,H5,,limite_tiempo,,155882,464355,0,734,139403,155882,295285,143.6171875,4953.125,5000.122700002976
2,12,4,astar,H5,,limite_tiempo,,189131,579292,0,2943,177927,189131,367058,179.6875,4875.0,5079.146800009767
2,42,4,astar,H5,,limite_tiempo,,151384,461207,0,694,144685,151384,296069,155.1875,4812.5,5000.012399978004
2,50,4,astar,H5,,limite_tiempo,,159897,490145,0,819,153019,159897,312916,153.12109375,4843.75,5000.014799996279
2,51,4,astar,H5,,limite_tiempo,,146486,435995,0,889,127414,146486,273900,147.8125,4828.125,5000.127000006614
2,46,4,astar,H5,,resuelto,38,18494,55733,0,61,16812,18495,35306,131.98046875,734.375,728.4936000069138
2,36,4,astar,H5,,limite_tiempo,,174202,534761,0,2233,163728,174202,337930,160.17578125,4796.875,5000.021399988327
2,27,4,astar,H5,,limite_tiempo,,162675,487521,0,735,148545,162675,311220,153.59765625,4890.625,5000.013899989426
2,78,4,astar,H5,,limite_tiempo,,140703,427430,0,836,132108,140703,272811,144.98046875,4703.125,5000.838300009491
2,65,4,astar,H5,,limite_tiempo,,91806,281918,0,446,91558,91806,183364,144.2265625,4875.0,5000.139399984619
2,41,4,astar,H5,,limite_tiempo,,97550,289658,0,161,86507,97550,184057,141.67578125,4781.25,5000.146100006532
2,37,4,astar,H5,,limite_tiempo,,123578,378299,0,933,118773,123578,242351,134.59375,4875.0,5127.917100006016
2,55,4,astar,H5,,limite_tiempo,,150504,461370,0,896,146581,150504,297085,144.84765625,4906.25,5000.079899997218
2,40,4,astar,H5,,limite_tiempo,,173426,525722,0,683,158726,173426,332152,157.984375,4890.625,5000.028000009479
2,10,4,astar,H5,,resuelto,41,145916,444110,0,648,135862,145917,281778,145.6640625,4750.0,4857.809100009035
2,5,4,astar,H5,,limite_tiempo,,154273,470945,0,1311,146222,154273,300495,146.94921875,4812.5,5000.035699980799
2,94,4,astar,H5,,limite_tiempo,,196037,587609,0,1332,177715,196037,373752,179.6640625,4890.625,5000.023100001272
2,97,4,astar,H5,,limite_tiempo,,170148,519818,0,757,160533,170148,330681,157.96484375,4906.25,5053.903899999568
2,53,4,astar,H5,,limite_tiempo,,173233,508885,0,369,148568,173233,321801,155.4609375,4828.125,5000.0150999985635
2,60,4,astar,H5,,limite_tiempo,,164149,507532,0,1606,160951,164149,325100,158.14453125,4921.875,5000.076500000432
2,3,4,astar,H5,,limite_tiempo,,162260,493808,0,1457,149628,162260,311888,157.40234375,4843.75,5023.299200023757
2,95,4,astar,H5,,limite_tiempo,,147597,453609,0,1031,144757,147597,292354,153.61328125,4921.875,5000.057600002037
2,59,4,astar,H5,,limite_tiempo,,165795,511318,0,1272,158821,165795,324616,158.12109375,4875.0,5000.336600001901
2,18,4,astar,H5,,limite_tiempo,,173566,533609,0,1418,166924,173566,340490,162.1328125,4875.0,5000.01250000787
2,98,4,astar,H5,,limite_tiempo,,211689,640956,0,921,193604,211689,405293,188.34375,4828.125,5000.05709999823
2,29,4,astar,H5,,limite_tiempo,,182002,540404,0,924,158918,182002,340920,173.27734375,4875.0,5000.096000003396
2,34,4,astar,H5,,limite_tiempo,,148066,455666,0,925,143361,148066,291427,167.7421875,4906.25,5000.097600015579
2,15,4,astar,H5,,limite_tiempo,,194676,591666,0,1091,182105,194676,376781,181.9609375,4843.75,5000.051500013797
2,45,4,astar,H5,,resuelto,43,14624,43719,0,18,13424,14625,28048,146.19140625,609.375,616.5993000031449
2,71,4,astar,H5,,limite_tiempo,,189523,576815,0,2068,176416,189523,365939,179.0390625,5125.0,5222.788099985337
2,7,4,astar,H5,,resuelto,44,105092,320411,0,341,100568,105093,205660,151.0234375,3546.875,3622.6947999966796
2,93,4,astar,H5,,limite_tiempo,,177346,544483,0,971,171030,177346,348376,164.234375,4921.875,5000.03620001371
2,47,4,astar,H5,,limite_tiempo,,161953,478536,0,431,138429,161953,300382,150.328125,5031.25,5151.984399999492
2,21,4,astar,H5,,limite_tiempo,,132422,407882,0,1327,124823,132422,257245,144.73046875,4921.875,5000.06549997488
2,48,4,astar,H5,,limite_tiempo,,165868,502076,0,1362,153721,165868,319589,154.875,4875.0,5000.083999999333
2,86,4,astar,H5,,limite_tiempo,,162276,495711,0,1791,155504,162276,317780,155.90625,4921.875,5000.027900008718
2,22,4,astar,H5,,limite_tiempo,,182650,560716,0,1661,177191,182650,359841,178.296875,4828.125,5000.094099988928
2,96,4,astar,H5,,limite_tiempo,,159162,486323,0,910,151164,159162,310326,153.63671875,4828.125,5000.10140001541
2,67,4,astar,H5,,limite_tiempo,,148757,445047,0,1042,133934,148757,282691,148.0078125,4875.0,5000.019700004486
2,83,4,astar,H5,,limite_tiempo,,156799,473089,0,1374,142514,156799,299313,146.359375,4953.125,5000.301199994283
2,17,4,astar,H5,,limite_tiempo,,160805,476724,0,431,141001,160805,301806,149.3359375,4921.875,5115.617800009204
2,30,4,astar,H5,,resuelto,46,81045,241900,0,249,72741,81046,153786,140.03125,2890.625,2965.2692999807186
2,20,4,astar,H5,,limite_tiempo,,175783,528618,0,992,159702,175783,335485,160.78515625,4921.875,5000.029100017855
2,79,4,astar,H5,,resuelto,38,88278,271296,0,536,83714,88279,171992,139.703125,2765.625,2842.5502000027336
2,57,4,astar,H5,,limite_tiempo,,156249,471722,0,1068,143763,156249,300012,145.34375,4984.375,5134.928999992553
2,89,4,astar,H5,,limite_tiempo,,163735,503392,0,1361,155528,163735,319263,156.10546875,4906.25,5064.183000009507
2,14,4,astar,H5,,limite_tiempo,,156463,477273,0,1445,150124,156463,306587,153.33203125,4921.875,5000.053900002968
2,66,4,astar,H5,,limite_tiempo,,156856,471101,0,560,142481,156856,299337,146.6953125,4859.375,5000.042700004997
2,84,4,astar,H5,,limite_tiempo,,129375,389517,0,875,117286,129375,246661,145.078125,4953.125,5018.122900015442
2,6,4,astar,H5,,limite_tiempo,,153678,467819,0,725,145588,153678,299266,146.4765625,4921.875,5000.020900013624
2,64,4,astar,H5,,limite_tiempo,,149442,455905,0,1635,144707,149442,294149,144.87109375,4843.75,5000.080500001786
2,69,4,astar,H5,,limite_tiempo,,112264,345426,0,1032,108502,112264,220766,142.46875,4765.625,5000.0755000219215
2,43,4,astar,H5,,limite_tiempo,,156807,476623,0,1488,146132,156807,302939,146.3125,4843.75,5000.025600020308
2,9,4,astar,H5,,limite_tiempo,,144367,443091,0,1194,139729,144367,284096,142.484375,4843.75,5000.0639999925625
