experimento,instancia,n,algoritmo,heuristica,peso,estado,profundidad,expandidos,generados,reabiertos,descartados,frontera_max,visitados_max,memoria_max_nodos,rss_max_muestreado_mb,tiempo_cpu_ms,tiempo_pared_ms
1,243,3,astar,H3,,resuelto,23,947,2526,0,3,569,948,1516,27.98828125,15.625,10.685799992643297
1,693,3,astar,H3,,resuelto,20,561,1490,0,0,324,562,885,27.98828125,0.0,7.419500005198643
1,619,3,astar,H3,,resuelto,15,32,90,0,0,26,33,58,27.98828125,0.0,0.44830000842921436
1,462,3,astar,H3,,resuelto,28,4315,11481,0,26,2356,4316,6669,28.26171875,62.5,54.391800018493086
1,961,3,astar,H3,,resuelto,24,1002,2662,0,7,573,1003,1575,27.71484375,0.0,13.814900012221187
1,470,3,astar,H3,,resuelto,17,67,182,0,0,48,68,115,27.71484375,15.625,1.0780000011436641
1,402,3,astar,H3,,resuelto,18,87,235,0,0,61,88,148,27.71484375,0.0,1.3747999910265207
1,284,3,astar,H3,,resuelto,24,799,2130,0,2,469,800,1268,27.71484375,0.0,10.916300001554191
1,694,3,astar,H3,,resuelto,28,3788,10081,0,20,2089,3789,5877,28.26171875,78.125,71.340099995723
1,189,3,astar,H3,,resuelto,23,450,1205,0,1,273,451,722,27.64453125,15.625,9.10760002443567
1,101,3,astar,H3,,resuelto,21,212,574,0,0,139,213,351,27.64453125,0.0,3.643600008217618
1,594,3,astar,H3,,resuelto,20,396,1052,0,3,240,397,636,27.64453125,0.0,5.881799996132031
1,955,3,astar,H3,,resuelto,22,417,1127,0,1,271,418,688,27.64453125,15.625,6.674100004602224
1,571,3,astar,H3,,resuelto,20,313,846,0,1,193,314,506,27.64453125,0.0,4.407399974297732
1,771,3,astar,H3,,resuelto,18,221,592,0,2,136,222,357,27.64453125,0.0,2.4415999941993505
1,74,3,astar,H3,,resuelto,16,83,224,0,0,56,84,139,27.64453125,0.0,0.9087000216823071
1,978,3,astar,H3,,resuelto,20,185,494,0,1,105,186,289,27.64453125,0.0,1.872900000307709
1,172,3,astar,H3,,resuelto,27,2097,5520,0,5,1148,2098,3245,27.98046875,31.25,24.357200018130243
1,485,3,astar,H3,,resuelto,24,835,2237,0,3,515,836,1350,27.98046875,15.625,10.432300012325868
1,33,3,astar,H3,,resuelto,20,286,760,0,1,170,287,456,27.98046875,0.0,4.662199993617833
1,970,3,astar,H3,,resuelto,18,200,540,0,2,129,201,329,27.98046875,0.0,3.053399996133521
1,810,3,astar,H3,,resuelto,19,147,396,0,0,99,148,246,27.98046875,0.0,2.2295000089798123
1,5,3,astar,H3,,resuelto,26,1727,4608,0,5,983,1728,2710,27.98046875,31.25,22.22270000493154
1,922,3,astar,H3,,resuelto,19,143,386,0,0,95,144,238,27.98046875,0.0,2.736800001002848
1,855,3,astar,H3,,resuelto,26,2308,6190,0,7,1348,2309,3656,27.98046875,31.25,29.481800011126325
1,943,3,astar,H3,,resuelto,24,1697,4548,0,9,975,1698,2671,27.98046875,15.625,23.547899996628985
1,561,3,astar,H3,,resuelto,20,200,539,0,2,128,201,328,27.98046875,0.0,2.4821000115480274
1,348,3,astar,H3,,resuelto,21,480,1314,0,1,321,481,801,27.98046875,15.625,5.19890000578016
1,2,3,astar,H3,,resuelto,20,223,594,0,0,142,224,365,27.98046875,0.0,2.3142999853007495
1,161,3,astar,H3,,resuelto,23,306,820,0,1,187,307,493,27.98046875,0.0,5.691700003808364
1,688,3,astar,H3,,resuelto,24,1270,3422,0,7,770,1271,2040,27.98046875,31.25,21.56500000273809
1,628,3,astar,H3,,resuelto,22,661,1761,0,3,380,662,1041,27.98046875,15.625,19.276000006357208
1,872,3,astar,H3,,resuelto,22,239,648,0,2,159,240,398,27.98046875,0.0,7.948699989356101
1,759,3,astar,H3,,resuelto,22,386,1045,0,3,247,387,633,27.98046875,0.0,5.9108999848831445
1,509,3,astar,H3,,resuelto,20,390,1050,0,1,242,391,632,27.98046875,15.625,9.469900018302724
1,554,3,astar,H3,,resuelto,26,2702,7163,0,16,1459,2703,4161,27.98046875,31.25,31.599400012055412
1,990,3,astar,H3,,resuelto,22,391,1053,0,0,255,392,646,27.98046875,0.0,4.519999987678602
1,562,3,astar,H3,,resuelto,21,214,570,0,0,136,215,350,27.98046875,0.0,2.4022000143304467
1,741,3,astar,H3,,resuelto,13,60,163,0,0,43,61,103,27.98046875,0.0,0.7648000027984381
1,576,3,astar,H3,,resuelto,21,359,965,0,1,217,360,576,27.98046875,0.0,4.250400001183152
1,662,3,astar,H3,,resuelto,25,2335,6277,0,21,1327,2336,3659,27.98046875,31.25,29.119100014213473
1,965,3,astar,H3,,resuelto,22,188,499,0,0,119,189,307,27.98046875,0.0,2.1576000144705176
1,325,3,astar,H3,,resuelto,22,766,2045,0,5,454,767,1219,27.98046875,15.625,9.854600008111447
1,256,3,astar,H3,,resuelto,24,1387,3718,0,6,798,1388,2185,27.98046875,15.625,17.07559998612851
1,790,3,astar,H3,,resuelto,19,59,162,0,0,38,60,97,27.98046875,0.0,0.731200008885935
1,648,3,astar,H3,,resuelto,26,1330,3509,0,5,731,1331,2061,27.98046875,15.625,15.80570000805892
1,601,3,astar,H3,,resuelto,22,340,900,0,3,196,341,536,27.98046875,15.625,4.1006999963428825
1,165,3,astar,H3,,resuelto,19,209,565,0,2,137,210,346,27.98046875,0.0,3.1925000075716525
1,387,3,astar,H3,,resuelto,23,852,2278,0,4,504,853,1356,27.98046875,15.625,19.77469999110326
1,501,3,astar,H3,,resuelto,24,1404,3760,0,9,844,1405,2248,27.98046875,15.625,17.604699998628348
1,585,3,astar,H3,,resuelto,24,1537,4061,0,6,847,1538,2384,27.98046875,15.625,20.58549999492243
1,506,3,astar,H3,,resuelto,24,775,2072,0,2,469,776,1244,27.98046875,15.625,8.553200023015961
1,532,3,astar,H3,,resuelto,24,1996,5342,0,6,1131,1997,3127,27.98046875,31.25,33.67549998802133
1,114,3,astar,H3,,resuelto,17,93,257,0,0,68,94,161,27.98046875,0.0,1.734499994199723
1,56,3,astar,H3,,resuelto,24,991,2631,0,3,571,992,1562,27.98046875,15.625,11.042800004361197
1,586,3,astar,H3,,resuelto,22,764,2007,0,3,429,765,1193,27.98046875,15.625,12.897099979454651
1,653,3,astar,H3,,resuelto,20,656,1773,0,4,401,657,1057,27.98046875,15.625,10.818899987498298
1,185,3,astar,H3,,resuelto,19,209,565,0,1,133,210,342,27.98046875,0.0,2.215299988165498
1,842,3,astar,H3,,resuelto,24,1347,3587,0,0,786,1348,2133,27.98046875,15.625,16.101499990327284
1,35,3,astar,H3,,resuelto,22,731,1969,0,4,444,732,1175,27.98046875,0.0,8.09109999681823
1,473,3,astar,H3,,resuelto,21,560,1479,0,3,318,561,878,27.98046875,0.0,12.187200016342103
1,575,3,astar,H3,,resuelto,16,155,416,0,1,101,156,256,27.98046875,0.0,2.9913000180386007
